DATE_TIME,Solar_AC_Power,National Hourly Demand
2020-06-03 11:00:00,10986.219285714285,133907.12
2020-06-03 12:00:00,9919.058571428572,134082.3
2020-06-03 13:00:00,9876.327261904762,133043.62
2020-06-03 14:00:00,13196.480158730157,134901.61
2020-06-03 15:00:00,12328.895714285714,133862.17
2020-06-03 16:00:00,7039.320714285714,129320.58
2020-06-03 17:00:00,3781.9264285714285,124316.7
2020-06-03 18:00:00,682.0701190476191,123994.93
2020-06-03 19:00:00,0.0,132940.63
2020-06-03 20:00:00,0.0,136552.8
2020-06-03 21:00:00,0.0,139015.03
2020-06-03 22:00:00,0.0,140647.92
2020-06-03 23:00:00,0.0,138286.25
2020-06-04 00:00:00,0.0,134078.45
2020-06-04 01:00:00,0.0,130848.06
2020-06-04 02:00:00,0.0,127237.11
2020-06-04 03:00:00,0.0,124676.68
2020-06-04 04:00:00,0.0,123218.43
2020-06-04 05:00:00,0.0,122372.45
2020-06-04 06:00:00,1069.5830952380952,122992.3
2020-06-04 07:00:00,5170.1392857142855,124771.52
2020-06-04 08:00:00,10611.819285714286,127398.72
2020-06-04 09:00:00,14191.668095238096,129821.56
2020-06-04 10:00:00,11227.196547619047,130168.14
2020-06-04 11:00:00,14859.310238095239,130495.62
2020-06-04 12:00:00,14938.011904761905,131451.78
2020-06-04 13:00:00,11177.082261904761,130813.86
2020-06-04 14:00:00,9739.46261904762,133363.82
2020-06-04 15:00:00,10426.472023809523,133516.74
2020-06-04 16:00:00,7869.81619047619,131152.62
2020-06-04 17:00:00,4100.373095238096,126212.09
2020-06-04 18:00:00,816.4448809523809,126283.88
2020-06-04 19:00:00,0.0,133681.62
2020-06-04 20:00:00,0.0,135436.71
2020-06-04 21:00:00,0.0,136210.72
2020-06-04 22:00:00,0.0,136423.65
2020-06-04 23:00:00,0.0,132809.77
2020-06-05 00:00:00,0.0,128382.01
2020-06-05 01:00:00,0.0,124648.91
2020-06-05 02:00:00,0.0,120796.44
2020-06-05 03:00:00,0.0,117890.79
2020-06-05 04:00:00,0.0,117264.82
2020-06-05 05:00:00,0.0,118718.23
2020-06-05 06:00:00,1184.8946428571428,121065.85
2020-06-05 07:00:00,4655.125952380953,123912.6
2020-06-05 08:00:00,12246.984285714285,126627.85
